text,label
蔬菜的特别辣，土豆丝的里面也有辣椒。总体不错。不能吃辣的一定要记得备注,positive
骑士辛苦了。app还是评价不了，很麻烦,positive
盖饭很有诚意，米饭压的特别瓷实！味道也不错！,positive
饼太油腻了。吃几口就不行了,positive
送的超级快，太开心了,positive
好吃非常好吃非常高兴,positive
"很好,凉拌木耳棒棒的,。！！雾霾天多吃有益,。",positive
"粥里有头发,就没吃,剩下都好吃",positive
送的挺快的，稍微有点腻,positive
"味道不是特别好,黑胡椒加多了",positive
卷饼很好吃，名字很霸气，就是粥有点凉了，送的很快,positive
"不错,好吃,服务也不错",positive
好吃.很棒！！！！！.服务态度也好,positive
比较远，不过还可以了,positive
很快，还挺好吃的，下回还会买。,positive
"量很足,确实够厚,大号的吃不完",positive
卷饼很实在，京酱肉丝都是瘦肉。南瓜粥一般。,positive
味道很好，鸡肉很嫩，下次还会来,positive
卷饼不错好吃，粥一般,positive
"师傅辛苦了，谢谢,下雪注意安全",positive
稍有点贵哈～其他的不错！,positive
下雪天，快递师傅辛苦了！小心路滑！,positive
口味还不错，挺满意的！,positive
土豆肉丝卷有点咸了……,positive
"还好,很大一个",positive
送餐快！好吃，肉多,positive
有点咸。八宝菜更咸(>﹏<),positive
大肉卷好吃！在便宜一些就好了,positive
最喜欢吃土豆丝炒肉煎饼,positive
还行，中份不算大，够一个女生吃，油太多了,positive
挺好的，挺快的,positive
我还以为有多大呢。,positive
饼味道一般吧，很少的一碗粥。,positive
料很足，味道也不错，就是包装怎么那么复杂？！,positive
"这个不好吃,吃的好难过",positive
菜量很足，一个人吃一个卷饼一碗粥压力很大……包装袋不错,positive
肉很多啊，超值，下次尝试其他口味,positive
"说实话肉卷很好吃,就是送餐速度太慢了,不是一般的慢,希望送餐速度有待提高",positive
时间略慢，其它方面不错，努力,positive
配送时间稍微晚了几分钟，但没关系，送餐的叔叔人很好，卷饼用锡纸包装，同事还以为是韩国快餐店的紫菜包饭，饼皮很筋斗，香菇鸡肉的夹料也很足，盒饭里面菜少了一些，但味道还不错。一个中号卷饼配一个盒饭，我觉得正好，,positive
抱歉，确认晚了，好吃,positive
肉很多，卷饼很完整，也很好吃,positive
挺好的，油稍微有点多。,positive
送的很快，就是味道清淡了一点,positive
香香哒粥～～～喝完暖暖哒～～～美味哒卷卷～～～还有美味哒菜与饭～～～好吃！！！,positive
希望辣白菜改善口味。,positive
"有点肥⋯⋯有点腻,味道还算可以吧",positive
"经常买,卷都挺好,第一次买八宝菜太难吃了,建议改改",positive
"经常买。,味道不错,。吃着方便",positive
南瓜粥有点儿凉了但是也很好吃～酱香鸡腿肉卷饼很好吃～一个女生吃可以吃饱～男生可能就要大份咯～,positive
都好，就是量少了点，不够吃。,positive
如果送达准时些就好了。店家给了手套，很赞，包装牛皮纸，卷饼外裹锡纸，很健康卫生，,positive
包装精美，送餐及时，送餐员态度好。肉多味道好。,positive
很好！师傅辛苦了！,positive
我吃出来一个钢丝球上的一个丝,positive
送餐小哥态度特别好！好多肉呀好吃好吃！可我以为是可以选米饭换卷饼的？还在订单里自信地备注了,positive
比预计时间晚了十分钟，还算准时,positive
今天送的挺早。。。。。。,positive
东西不错，挺好吃的。,positive
很好吃。送货很准时！非常喜欢。赞赞赞,positive
皮蛋瘦肉粥味道太淡了……,positive
这次速度很快，味道不错。,positive
送餐员服务很好。很满意，,positive
非常好吃，肉特多，连着吃了两次,positive
好吃，肉很多，连续两天都吃这个,positive
不错不错，速度很快,positive
纯素的，不是很好，感觉菜上撒的酱,positive
就没送果汁，已跟送餐员说了,positive
快点就更好了~~~~,positive
"一个卷饼一碗粥,刚刚好",positive
好吃！就是皮蛋粥有点儿太稠了…差点把锡箔纸吃进肚子里！呜呜…,positive
粥很好喝，送餐时间也很快，卷饼内容很棒，但饼皮希望能再烤熟一些就更好了,positive
很喜欢卖家的包装，下次还会来的,positive
超好吃！！！特别快就到了，很大一份～～,positive
很好吃，也不油腻，值得推荐,positive
"干净,满意,来了好多次了",positive
请务必给送餐小哥涨工资,positive
皮蛋瘦肉粥味道很奇怪_(:3」∠)_我吃不惯的那种...,positive
确实不错，肘子的比较好吃,positive
不错，没想到宇宙卷饼是这个样子的，粥还是热的！！！,positive
纯素的太难吃，太淡了，其它不错,positive
还可以，家常味道。下饭,positive
味道不错，就是送餐慢了点。下面那个叶良晨网络看多了吧，幼稚儿童一枚,positive
帮同事订的，很好！,positive
挺好吃的，下雨天还送到楼下，辛苦啦，就是有点咸了,positive
饼还不错。就是稍慢了点,positive
味道还可以，就是有点儿慢,positive
肉多饼薄口味好，很大一个,positive
"不错，肉确实够多,够实在！饼再薄点就好了",positive
土豆丝好吃土豆丝好吃,positive
肘子蔬菜拌饭里的菜再熟一些就好了~~,positive
"好吃诶,好大一根卷饼,好多肉,真划算,下次还点,辛苦师傅了",positive
一开始给送错了，要的肘子，给的蔬菜，不过还好，售后做的不错，又给补送了一份，不管味道好不好，起码态度不错，所以必须给个好评！！,positive
好吃，加热一下就更好吃了,positive
总体来说还不错的，继续关注。,positive
粥不好喝！饼不错！加油,positive
很好，很不错，速度超快，超好吃。。吃了一个月了还想吃,positive
很好吃，肉很多，料足,positive
从人大的店来三义庙用了40分钟，但是是中午，店家也道歉了，理解,positive
送餐速度很快，饼很好吃,positive
一如既往，今天的状况理解,positive
还不错~~包装袋子特别棒！还送的有一次性拼图~,positive
东西还是一如既往好，只是不知道这次什么原因很慢,positive
"味道还不错,有点点干",positive
"小哥不错,最后给送上来了",positive
送的快，下单没多久就到了,positive
"历时1个小时40分钟收到餐，而且超级难吃,总言之就是超慢超难吃，谁点谁后悔",positive
送的速度很快。外卖的价格合适，门店二十就不买了,positive
一如既往。不错哦。！！！！,positive
很方便，味道也很好～,positive
味道很好，吃起来也方便～,positive
好吃，量很足哦，送餐速度也够快，送来还很烫那,positive
一如既往的好，配送超级快，南瓜粥没有上次稠,positive
味道好，速度快，不错。,positive
时间将将赶上，差一点就饿肚子出门了，食物很美味，送餐小哥也很不容易，赞,positive
"很快,很好",positive
肉很多，味道不错，配送也很快,positive
"味道不错！皮有点厚,继续努力",positive
点过中份感觉有点小小吃不饱，结果点了个大份，没把我撑死，这也太大了吧！！！,positive
味道不错，价格实惠，好评,positive
鱼香肉丝的好吃，土豆丝的有点油,positive
味道很不错，送来还是热的,positive
肘子肉的很好，素的基本没有菜，只放了酱。送货速度还可以。不到一小时就到了。,positive
"鱼香肉丝卷饼不如纯肉的好吃,有点咸",positive
特别好吃，下次继续！,positive
挺好吃的，比较实惠。,positive
味道还不错，比想象中小......感觉不是很值,positive
超级美味！而且简直神速！,positive
服务好棒，太帅了好嘛,positive
送餐较慢、需提前一个半小时订餐、卷饼菜少、全是饼、粥也一般、但有优惠价格很实惠、也值了,positive
已经养成习惯在他们家订饭,positive
特别棒，就是距离我们有点远,positive
魚香油太多，有點不好收拾,positive
超好吃，送餐也很快！,positive
味道还可以。,positive
味道不错，速度很快。,positive
实在是时间太长了，以后还是不能用百度外卖订餐了，每次订餐都得2小时送到,positive
"喜欢吃,但是量少",positive
"好吃,但是量小",positive
还没吃，不过很快，赞赞赞,positive
还行吧，可以吃,positive
盖饭没给筷子啊，给了俩手套。。。。,positive
很好吃，包装也很棒,positive
卷饼的面粘牙，粥还不错,positive
好好吃啊-----特准时,positive
还好吧就是这个时间啊！两个半小时！也就1.5公里距离！这个时间1我走着来回两次都够了,positive
还不错啊！很便宜！下次还买,positive
好！希望一直这么好,positive
不错啊，这是第二次点香菇鸡肉卷了，依旧美味。棒棒的，还有皮蛋瘦肉粥，两个组合，价格非常便宜哈。,positive
很环保的袋子，这个点赞！饼小一个不够吃，面皮不够有韧性。香菇鸡肉盖饭挺好吃的！,positive
送错了，店家重新补送了一份，不错~,positive
"慢,一次比一次慢,再也不定了",positive
美女老板加新菜了→_→,positive
人大写成三义庙不好意思。,positive
有新菜我先尝尝,positive
很棒继续加油,positive
继续努力，刚才真的没注意查收，10几分就送到了，我还误解了店家，对不起啊，经常订所以追加好评算是道歉啊，谢谢,positive
去人大店吃过一次，服务很好,positive
快递小哥以后继续加速啊，加油,positive
经常在这里订，味道棒棒的，继续努力，为我刚才的失误道歉了,positive
早送到了，忘记点确认了，对不起小哥和店家,positive
这真的是皮蛋瘦肉粥么？！好失望...,positive
明明说了不要辣...好辣...,positive
没想到是熏肉，不太喜欢,positive
不错。很迅速,positive
"还可以,有点干。",positive
包装不错，手套、餐巾纸很全，味道也不错,positive
卷饼非常好吃！,positive
卷饼太好吃啦！蔬菜鸡肉卷，鸡肉很足，蔬菜有青椒、香菇、豆芽、洋葱、土豆丝。口味和淡，不油腻，非常健康！,positive
非常好！！！,positive
希望下次不是2个小时才送到,positive
非常好吃。,positive
味道还不错吧，，就是土豆丝少了,positive
快递小哥效率很高哦！谢谢了,positive
肘子肉再炖烂一些就好了,positive
"定了好几次了,确实不错！",positive
有点油腻～其他很好,positive
很好吃，面皮特别有嚼劲儿，酱料也很好吃,positive
"你家不看备注的吗？我说了装两个袋,帮别人买的,还用一个袋,我怎么拿啊",positive
有点小辣，还不错，不过男生吃可能会太少,positive
好吃又美味,positive
东西还可以，就是速度慢了些。,positive
肘子味不是很浓，但卷饼不油腻，口感很好。,positive
味道不错，就是好辣啊！把辣椒拿出去又觉得有点腻，能吃辣的可以试试看！,positive
味道很好也很负责,positive
"皮蛋瘦肉粥,我一看还以为是白粥。。。",positive
很好吃，总爱点他家的饭当工作餐。,positive
送餐员辛苦了！,positive
送餐的大叔辛苦了！,positive
这次很快，追加，希望下次也这么快，哈哈,positive
"很好,味道淡淡的,而且很干净",positive
送餐速度快，味道不错。,positive
"终于吃到好吃的鱼香肉丝了,虽然有点慢",positive
"速度需努力，再接再厉,,",positive
速度需提升，再接再厉,positive
很好很强大,positive
卷饼味道很好，包装卫生，不过男同学一个中份吃不饱......,positive
"我想说我的皮蛋瘦肉粥呢,就光把卷饼送来了,粥呢？",positive
不错！经济实惠,positive
"非常实惠！肘子稍微有点腻,土豆卷很好吃",positive
虽然时间比较长，但是可以理解，(⊙o⊙)…,positive
"第一次定,挺好吃的,就是有点慢,可能距离有些远",positive
经常订他家的卷饼吃,positive
味道有点怪，可能个人原因，不爱吃,positive
速度还可以！下着雨呢,positive
送餐快，卷饼好吃,positive
送的超级快~~~京酱肉丝卷好好吃,positive
真没传说中的那么好吃，也可能是因为我点的是猪肘卷饼的缘故吧。反正菜太少了，肉太多了，尤其是好多肥肉处理的不太好，吃起来腻死了。如果肥肉部分去腻就好了。,positive
还不错啊，买了两份，香菇鸡肉的尤其香，好吃，尖椒土豆丝的味道有点太淡了。好吃方便。,positive
今天送的还挺快，就是让下楼拿不太爽,positive
特别好的外卖小哥，卷饼很好吃，粥也好喝，真心推荐！,positive
速度太快了。。。定的12点11点17就到了,positive
千万不要定粥，坑,positive
饼真心不是我想吃的那样的,positive
惊呆了，刚付完钱十五分钟就送到了，买了多次了，好吃，干净，营养。,positive
卷饼特别好吃～,positive
"非常干净,味道也合适,满意",positive
"定的11点45送达,这10点半就到了,上班没法吃,一会只能吃凉的了",positive
最喜欢吃蘑菇鸡肉的卷了！大爱！,positive
非常好，第二次点了,positive
"好吃,速度快！",positive
好吃！速度快！,positive
吃完感觉不舒服，油是不是不好？,positive
一个多小时…还好当初也不是抱着快点到的希望定的,positive
喜欢宇宙卷饼，送餐也很快，很划算,positive
喜欢宇宙卷饼，送餐也很快，就是凉了没有那么好吃了,positive
非常实惠，不错！,positive
"肉卷吃的我有点腻,个人口味的问题吧,皮蛋瘦肉粥不错",positive
太棒了，速度快，还好吃，只是粥再多一点就好了，希望采纳,positive
送的很快，给的挺多，就是微咸了，包装很有心意，感谢,positive
味道还行，锡纸包着，还能加热。皮蛋瘦肉粥做的很好比嘉和一品好吃。包装很精致。还有一次性手套，很用心了。百度外卖不能传照片。。。,positive
肘子还是比土豆好吃，坚持吃肉,positive
还是很好，而且是非常热乎滴,positive
送的太快了，师傅很辛苦，谢谢了。,positive
味道太甜了～,positive
好吃，包装好，干净卫生,positive
吃好几次了挺好的,positive
味道还不错~喜欢有爱的包装~,positive
味道不错，送到的时候还是热的。,positive
价格合适，面有些硬,positive
很酷的宇宙卷饼，包装高级，分量足,positive
送的好慢啊,positive
还好味道不错量大,positive
"包装超好,饼也很实惠！",positive
太快了。。。。比我定的时间快了一个小时,positive
第一次评价外卖，包装好好，饼很好吃，菜也好吃，粥也好喝，大爱❤️,positive
鸡肉不好吃，多弄点肘子，不多说,positive
挺好吃个额,positive
分量够，味道可以，送一次性手套和餐巾纸,positive
酱太多了，口味太重,positive
好吃挺快的,positive
"好吃,挺快的",positive
挺快的好吃,positive
"挺快的,好吃",positive
送餐速度很快！,positive
东西不错，就是送的太慢,positive
价格不贵，肉也够足，要是再加点葱什么的提提味就更好了,positive
不错不错？，服务很好，点赞,positive
送餐小哥特别好，饭也不错,positive
一如既往的的快，好吃。。。。真棒,positive
中份感觉男生吃不饱,positive
看着很干净,positive
卷饼不错！！饭的话一般般,positive
"一直很好的卷饼，但是这次拿到餐就觉得纸袋下面湿的，打开包装发现里面粥是倒的……,粥撒了……",positive
包装很好，很干净,positive
不错！虽然量有点少，但是很干净卫生,positive
味道还是很不错！！速度也还行，包装很不错！,positive
还不错，量挺大。,positive
"好吃,就是太慢,两个小时才送到",positive
不好意思，评论晚了。。。。,positive
"好吃,味美,好吃",positive
很不错，送餐速度加快了,positive
不是高峰期订餐，还是很快滴！,positive
味道不错，还有手套送。送餐速度也挺快的，满意！,positive
很好吃而且有优惠买完9块钱一个。超值。,positive
满意，不错,positive
"挺快的,文艺范",positive
好吃，要是多放些菜就更好了,positive
今天比较慢，幸好同时订了别的，不至于饿着,positive
卷饼看着很小但是很占肚子很好吃,positive
很好吃，方便,positive
"包装很不错,有水准了,卷饼挺好的,可惜里面只有肉和青椒,感觉放些黄瓜啊,酱啊,会不错",positive
第三次购买了,positive
粥还可以，饼真不好吃，就是肉块，口感不好，不好吃。,positive
非常好吃，包装袋也很用心,positive
粥木有勺子,positive
第三次点了，送餐小哥这次送的很快，好像是店里的人，终于不是达达了，味道还是那么棒，希望每次都这么快，加油，好评,positive
能感觉到店家非常在乎客户的意见，赞一个。,positive
京酱肉丝太咸了，建议下次淡一点,positive
"菜品足,非常好",positive
好吃有点慢,positive
"没有想象中陷大,服务挺好的",positive
就是快递慢了点,positive
尖椒土豆丝盐放少了,positive
还是更喜欢素的，不过味道都很不错,positive
早早就下单了，早早送来,positive
还不错，，，经常吃,positive
卷饼真的不错！拌饭也还可以,positive
不要辣。怎么吃着有辣呢,positive
送外卖的小哥不认路啊，等的有点久啊,positive
"挺好的,味道和服务都不错",positive
超级快！二十分钟就到了！味道不错,positive
可能是第一次来，送的比较慢，还好。,positive
卷饼还行，粥太难喝，皮蛋瘦肉粥太腥了，还得自己下楼取，勉强好评,positive
在做大一点,positive
"纯蔬菜的有些不顶饱,建议要肉的卷卷",positive
就是不能按预定时间送达.....要么晚四十分钟要么早近一个小时.......,positive
很好吃，味道很好，若能有一点青菜就更好了！,positive
包装好漂亮！,positive
全是肉。有点干,positive
里面加肉的有些腻，下次尝尝土豆丝的~~但是超级好吃~~,positive
态度很好，也很好吃，继续努力啊～,positive
每次都直接送到办公室，而且速度很快～,positive
很快，也好吃,positive
味道很棒，服务也很棒,positive
整体还不错。速度如果再快点就更完美了,positive
宇宙卷饼，不是盖的,positive
领导说这是一个非常适合加班时候吃的略带文艺的小卷饼,positive
"包装好有喜感~满满的都是肉~除了有点干,其他都OK~",positive
皮蛋粥不如上一次的，有点稀,positive
很快很不错,positive
"如果是肉片就更好,饼如果能更筋道一些，就太完美了。",positive
量还不错，酱汁味道也赞，就是性价比稍微蛋疼了点,positive
粥漏了又给送了个，很不错,positive
非常非常好吃！,positive
味道不错，就是送晚了半个多小时,positive
吃这还不错。,positive
很满意，味道好，量也多,positive
味道好，香，量也不少,positive
米饭好吃，不会很硬，菜的量还可以，味道也很好。,positive
"挺不错的，很好,就是说好的尖椒呢，结果是青椒，一点辣味都没有",positive
"很慢,但很好吃",positive
送错地方了，,positive
吃完满满正能量,positive
好吃到停不下来...好评！！！,positive
"土豆肉丝很好吃，稍咸，少点盐健康点。,京酱肉丝酱太多了，一般般",positive
"不错,满意",positive
量大，味好，速度佳,positive
略太甜，腻,positive
肉很多，包装很好，味道有点不够重，可以多加点料,positive
送餐非常慢！但是卷饼确实很好吃哈，包装也好！,positive
这家的卷饼很好吃，但是送餐每次都很慢，要一个半小时的样子。不过还挺值得等的，尤其肘子卷和鸡腿卷。不过土豆肉丝卷一般，肉少。,positive
"相当好,包装精细,味道好,送餐速度",positive
"一般,不是特别好吃",positive
推荐给同事的，同事说很好吃。,positive
送菜慢了点，但很好吃，不太喜欢里面的香菇，其他不错,positive
还可以吃着。,positive
味道不错，速度还可以。,positive
味道不错，就是量挺少的,positive
南瓜粥里南瓜挺多的，凉拌木耳稍微有点大火，土豆尖椒卷饼土豆丝多尖椒太少，面皮稍有点夹生，不过味道还不错，吃一个中号卷饼半份粥一份小菜很饱，不错,positive
"太快了,11点就到了",positive
很好吃哦。不错,positive
准时，好吃～,positive
真实在。菜有点少。肉很多,positive
都很满意，挺好吃的,positive
买完才发现店的地址这么远。。。味道还可以，饼的皮儿有点硬，应该是太厚了的缘故吧。。。,positive
外送员打了5次电话，问地址！真是无语,positive
"挺好吃的,就是饼硬了点儿",positive
鱼香肉丝饭和肘子卷不错价格便宜,positive
"好吃,好吃,真好吃",positive
不错很好吃,positive
味道还可以，就是时间长点，挣钱都不容易，给满分吧,positive
不错，卷皮厚了一些,positive
真的非常好，比实体店便宜。定了好多次了,positive
就是有点慢,positive
都不容易全五分吧,positive
晚了也没多长时间，差2分钟一个小时吧,positive
"好吃,就是慢",positive
卷饼好大，味道还不错，吃着有点撑,positive
太快了，送的！,positive
皮蛋瘦肉粥料很足,positive
"味道和以前一样的,棒棒。",positive
很好，本次也很快,positive
挺好的，都是瘦肉，就是感觉里面多加点蔬菜就好了，都是肉，有点腻！,positive
物美价廉！,positive
嗯，还不错。,positive
百度外卖一直是我的外卖首选,positive
不错，喜欢,positive
相当快的配送！威武！,positive
肉很多，自己再配点儿黄瓜吃，棒棒哒！,positive
很好，分量足，好吃，包装严实,positive
包装很用心，而且还送了手套，味道不错,positive
大号卷饼太大。如果胃口比较大。推荐吃两个中。,positive
卷饼好吃。外卖小哥服务态度好。各种赞,positive
很好吃，挺实惠的，女生买中号就行了！大号太大,positive
很好吃，很卫生，很满意！！！！！！！,positive
卷饼很好吃，肉超多~香菇鸡肉咸了点，下回尝尝其他菜吧，总体上是不错滴。,positive
真够大的，味道棒,positive
乌龙的送餐事件！饭很好吃！老板也积极解决了！会继续光临！,positive
送货快，味道好！,positive
很棒，未来一个月午饭就交给你们了。,positive
同在五道口就是送得快，不过好像去年买的时候这个价钱可以买套餐了，虽然就差一碗粥,positive
超级超级美味,positive
现在的送餐速度是越来越慢,positive
味道很好，就是送太慢了,positive
不错～特别皮蛋瘦肉粥超级好喝～,positive
一如既往的好吃。。哈哈。。粥也不错,positive
卷饼挺好～凉拌木耳味道不太对，可能天热有些坏了,positive
"送餐快,味道还可以,很干净",positive
分量真足，就是微贵,positive
挺好吃的，果汁超级难喝,positive
好吃，真的是大肘子肉,positive
很好吃，而且便宜实惠,positive
吃着味道很不错，也很实惠的店铺,positive
很不错的味道,positive
送的有点慢，其他不错，好吃，,positive
送来的晚了点，味道还是很赞！,positive
中分太少啦，吃不饱，女生也有好饭量,positive
很好吃，定了好几次了，就是觉得中份有点小，吃不饱~,positive
南瓜粥没我送！送的太慢了,positive
今天还是很快的。。。。,positive
送的很快，味道不错，不咸,positive
不错，第二次吃了,positive
要是饼再厚点就好了,positive
送餐送的很快，比预计的还早，不错不错,positive
"给男朋友订的,份量超足,味道超棒",positive
"很棒,包装很好",positive
好吃～～～还不贵～～～还比预计的时间早～～～,positive
"很好吃,超值",positive
师傅很辛苦啊，找了一个小时才找到地儿，结果已经到下午了，吃不了了。辛苦师傅了,positive
送餐慢了点，餐还可以,positive
送餐速度在快些就好啦！,positive
味道不错～～～从订餐到吃～～～服务也得周到超赞！！,positive
没我想象的大，只有一个卷好了的，差点不够吃！,positive
"包装好高大上,好吃",positive
不错不错，卷饼卷的很圆,positive
太香了，太大了，全是肉，嘴唇都撑裂了,positive
挺好的！包装高大上！,positive
这次很好吃,positive
有点远速度还行,positive
好吃，就是能准时送就好了，早点就早点吧,positive
口味偏北方,positive
送的太快啦,positive
尖椒土豆丝不好吃，别的都不错,positive
还行，如果蔬菜拌饭里能多加些辣椒就更好了,positive
肉有点少哦~~,positive
送的太快了，服务很周到,positive
挺不错的，快递员找了好久才找到，很辛苦,positive
"好好次！木耳的味道吃不习惯,其他都挺好",positive
赶时间，联系店家提前送的，超赞,positive
就是没菜，都是肉有点儿腻,positive
好吃！卫生！周到！,positive
好吃，挺饱的～,positive
送的比较慢,positive
今天送的太晚了！等了120分钟从来没有过的。餐饮还是很美味的。希望以后提高下送餐速度。,positive
味道特别棒！,positive
很快。而且我就在一楼今天第一次给我送上门了，之前两次都是自己出去拿的,positive
香菇鸡肉卷里没鸡肉。。。全是香菇,positive
鱼香肉丝真的很不错，顺便提个建议，京酱肉丝能不能改成20,positive
我去，这个大份的还真是大啊，快20cm见方了。,positive
这个很棒，配上青椒肥而不腻，吃过三种口味的啦，还要继续尝试~~,positive
吃了两次了，卷饼可满意，其他的一般,positive
还蛮好吃的呢！辣白菜有点儿咸,positive
我以为我要等到饿死。结果我又活过来了,positive
很贴心，用锡纸包了呢。,positive
分量比较足,positive
很好吃，卷饼首选,positive
挺好吃的，凉拌木耳味道也很好,positive
第一次买，送餐师父很好，而且能看的出真是用心做的，太喜欢包装的那句话了，加油,positive
饼比较硬，肘子卷不错，可是吃不出来是肘子肉,positive
很好吃，忘记拍照了～,positive
"还不错,就是一盘京将肉丝",positive
南瓜粥一如继往地好喝~,positive
送餐速度快点就完美了,positive
味道好，配送快～,positive
很好吃～真真高大上啊～虽然送晚了20分钟，可是下楼看见送餐小哥手里就拿着我一个人的餐在那等着，心里有些歉意。就一个人的餐还大老远跑来给送了，非常感谢。,positive
这南瓜粥真是让人无语,positive
"送餐师傅帅爆了,赛晓明超霆锋",positive
一般，说实话没有我自己做的好吃好评吧,positive
太方便了，味道不错,positive
都上班了才送来,positive
量大很足很不错,positive
比想象的高大上好多啊…很好吃。,positive
非常好，不错，还会光顾,positive
还可以就是送餐速度有点慢,positive
周末值班的首选,positive
还不错。值得推荐,positive
鸡肉非常多，棒棒达。,positive
好吃，送餐时间较快，服务态度好，赞。,positive
整体口味偏淡,positive
土豆丝可以做的咸点儿吗？,positive
"很好,包装也很好",positive
还不错，鱼香肉丝很好,positive
"味道不错,就是有点油",positive
卷饼很实惠，粥里没糖,positive
麦香！味道棒棒滴！速度很给力！给老板个赞，给快递小哥个赞！,positive
京酱肉丝有味道啊。坏了吧。,positive
很用心的店！支持！,positive
很快。这次饭量挺足的！,positive
非常好量足都没吃完,positive
袋子简直是传递正能量的天使啊～要是能送得再快一点就好了～饿的下巴要掉了～,positive
速度太快啦，很好吃,positive
东西好吃，送餐人员服务很好,positive
不错！很好！不错！,positive
不是很好吃！肉发硬！,positive
味道不错，我天天都会吃一个,positive
卷饼不油腻很健康,positive
一看就是年轻人搞得，有青春的味道，不过你那尖椒不要都集中在底部,positive
速度快，服务好，菜品更佳,positive
吃的很好，味道不错。但是第一个配送员实在太差了，比我预定的时间早到了一个小时，我不在家没法领取，对方居然态度恶劣，还挂了电话,positive
比想象中快多了～赞一个,positive
确实不错，肘子比鸡肉好吃，中号就够了，量足！,positive
挺好的，大卷饼！,positive
送的有点晚，挺好吃,positive
好吃，准时,positive
纯素蔬菜卷，好多香菇，对不吃香菇的人来说，要疯了....,positive
量大，第一次吃到这么充足的卷饼。满意,positive
速度快，好！,positive
一开始以为就是普通手抓饼，拿到后觉得好高大上，牛皮纸袋，锡纸包裹，重要的是肉肉好足，100个赞啊，如果要是再快一些就完美了,positive
"很好,就是不喜欢可乐",positive
好吃，评晚了。,positive
好吃，就是味道有点偏淡。,positive
量足，味道不错，就是速度慢点,positive
挺好的，送的很快，包装很好，肉太多了，吃不了也是醉了,positive
不错，味道挺好的,positive
好吃，送餐时间太早了,positive
好吃！就是小贵,positive
很好吃，送餐的工作人员也很nice,positive
宇宙速度，下单5分钟就到。味道好，明天继续。,positive
好评！外卖袋子很不错哦~,positive
饼巨好吃，就是有点吃不太饱。。。。,positive
很不错，送餐很准时,positive
不错挺好吃,positive
"吃着有一点臭臭的味道,难道是就这个味道么……吃着挺好吃的",positive
不错，非常好,positive
味道有点儿淡,positive
送餐那哥们特好,positive
感觉肉已经坏了，有股怪味道,positive
还不错⊙▽⊙,positive
准时送达，味道非常鲜美,positive
不错，量足！！,positive
分量足，好吃！,positive
"难吃,难吃,难吃。凉了,凉了",positive
很快，很好吃，就是优惠力度再大点就好了，或者价格在便宜点,positive
一如既往，好！非常满意！谢谢商家哦！,positive
提醒之后确实没放我不爱吃的东西....良心推荐,positive
好快啊。不过里面的肥肉让我头都晕。,positive
吃完第二天拉肚子～,positive
速度很快，时间刚刚好,positive
饼有点硬，不过味道还行,positive
送餐比之前快了不少呀，是只有我这么想么。味道很赞。,positive
很好吃啊！！！,positive
几乎没怎么等，就到了！包装严实，服务完美！亟待二次消费，哈哈！,positive
送餐速度快，好吃,positive
"好好吃的宇宙卷饼,棒棒哒～送餐速度出乎意料～",positive
送有很快，东西一般吧,positive
"肘子卷饼辣的挺爽,鸡肉卷真不错,快递员态度超好,赞",positive
额，卷饼好吃⊙▽⊙，但是送餐速度←_←的确有像向宇宙来的,positive
服务超级好，赞,positive
味道，服务很不错,positive
收到，很快，包装好精致，还没有吃，闻起来很香,positive
"难吃不说,外包装的锡纸把嘴喇破了流血了,都不敢笑了,发誓以后跟这个正能量饼说拜拜…[",positive
特别快就送到了…而且特别好吃，包装很漂亮,positive
多等一个小时，但是看到外卖大哥穿着雨衣还淋湿了，心里一下就没了怨言,positive
对于北方的女汉子中份的卷饼稍稍有点不够吃，喝了粥就好多了,positive
味道还不错，比较实惠,positive
图片供参考,positive
鸡肉卷肉很多呀，味道不错,positive
非常美味可口，还会再来！,positive
总买，嘎嘎好,positive
好吃，撑！,positive
还不错的啊,positive
这次很快，不错，赞了！,positive
"神速,惊呆啦",positive
蘑菇鸡肉的超好吃，希望粥能甜点，配送师傅麻烦下次别在电梯间打电话了…根本没信号，建议可以发送短信通知！,positive
"超喜欢吃你们家的土豆牛肉，希望每天都有西红柿炒鸡蛋,哈哈那就太好了。。赞一个",positive
很不错，味道好，送餐服务好～～～,positive
味道一般。没有想象的好吃。,positive
送的太快了！简直惊喜！作为加班饭，受到好评一片,positive
卷饼不太好吃哦,positive
"送得太快了,快哭了",positive
味道很好，用料很实在,positive
味道不错，还会再来！,positive
习惯好评，但今天的卷饼菜太少了，皮感觉有点厚了,positive
给力，就是速度慢点，需要早定,positive
骑着毛驴来送餐的，神一样的速度！！！！,positive
不如肉的好吃,positive
包装很好，味道也不错，如果再有点菜叶就更好了，都是肉吃到最后有点腻,positive
配送时间真让人无语了，不过大热天的送餐的老人家也很不容易，相互理解吧，下次别让我等三个小时就好,positive
希望很快送到就好了,positive
很好吃，下回还会买的,positive
快递很给力,positive
"很好吃,棒,就是有点肥肉",positive
好吃又便宜,positive
味道不错，就是瘦肉再多点就更完美了,positive
味道不错！店家态度也好！支持！！！,positive
速度，好吃。再接再厉！大赞,positive
非常快非常好,positive
饼很大，但是速度很慢,positive
吃多了有点腻，粥还不错,positive
好吃！给力！,positive
太贵了，不是想象的那么好吃，还可以吧，一般。,positive
这次好快！,positive
